"STATISTIC","Statistic Label","TLIST(A1)","Year","C02199V02655","Sex","C02945V03560","ICD 10 Diagnostic Group","UNIT","VALUE"
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","-","Both sexes","06","Depressive disorders","Number","353"
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","-","Both sexes","07","Mania","Number","181"
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","-","Both sexes","08","Neuroses","Number","83"
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","-","Both sexes","09","Personality disorders","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","-","Both sexes","10","Personality and behavioural disorders","Number","75"
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","-","Both sexes","11","Alcoholic disorders","Number","74"
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","-","Both sexes","12","Drug dependence","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","-","Both sexes","13","Other drug disorders","Number","40"
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","-","Both sexes","14","Mental handicap","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","-","Both sexes","15","Eating disorders","Number","12"
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","-","Both sexes","16","Intellectual disability","Number","126"
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","-","Both sexes","17","Development disorders","Number","10"
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","-","Both sexes","18","Behavioural, emotional disorders of childhood and adolescence","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","-","Both sexes","19","Other and unspecified","Number","348"
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","-","Both sexes","20","Unspecified","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","-","Both sexes","21","All disorders","Number","2337"
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","1","Male","01","Organic category","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","1","Male","02","Organic mental disorders","Number","179"
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","1","Male","03","Schizophrenia","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","1","Male","04","Schizophrenia, schizotypal and delusional disorders","Number","461"
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","1","Male","05","Other psychoses","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","1","Male","06","Depressive disorders","Number","168"
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","1","Male","07","Mania","Number","69"
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","1","Male","08","Neuroses","Number","29"
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","1","Male","09","Personality disorders","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","1","Male","10","Personality and behavioural disorders","Number","33"
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","1","Male","11","Alcoholic disorders","Number","48"
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","1","Male","12","Drug dependence","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","1","Male","13","Other drug disorders","Number","30"
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","1","Male","14","Mental handicap","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","1","Male","15","Eating disorders","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","1","Male","16","Intellectual disability","Number","82"
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","1","Male","17","Development disorders","Number","10"
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","1","Male","18","Behavioural, emotional disorders of childhood and adolescence","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","1","Male","19","Other and unspecified","Number","162"
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","1","Male","20","Unspecified","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","1","Male","21","All disorders","Number","1274"
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","2","Female","01","Organic category","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","2","Female","02","Organic mental disorders","Number","110"
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","2","Female","03","Schizophrenia","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","2","Female","04","Schizophrenia, schizotypal and delusional disorders","Number","283"
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","2","Female","05","Other psychoses","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","2","Female","06","Depressive disorders","Number","185"
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","2","Female","07","Mania","Number","112"
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","2","Female","08","Neuroses","Number","54"
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","2","Female","09","Personality disorders","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","2","Female","10","Personality and behavioural disorders","Number","42"
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","2","Female","11","Alcoholic disorders","Number","26"
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","2","Female","12","Drug dependence","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","2","Female","13","Other drug disorders","Number","10"
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","2","Female","14","Mental handicap","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","2","Female","15","Eating disorders","Number","11"
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","2","Female","16","Intellectual disability","Number","44"
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","2","Female","17","Development disorders","Number","0"
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","2","Female","18","Behavioural, emotional disorders of childhood and adolescence","Number","0"
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","2","Female","19","Other and unspecified","Number","186"
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","2","Female","20","Unspecified","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2015","2015","2","Female","21","All disorders","Number","1063"
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","-","Both sexes","01","Organic category","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","-","Both sexes","02","Organic mental disorders","Number","281"
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","-","Both sexes","03","Schizophrenia","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","-","Both sexes","04","Schizophrenia, schizotypal and delusional disorders","Number","773"
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","-","Both sexes","05","Other psychoses","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","-","Both sexes","06","Depressive disorders","Number","346"
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","-","Both sexes","07","Mania","Number","195"
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","-","Both sexes","08","Neuroses","Number","83"
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","-","Both sexes","09","Personality disorders","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","-","Both sexes","10","Personality and behavioural disorders","Number","74"
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","-","Both sexes","11","Alcoholic disorders","Number","61"
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","-","Both sexes","12","Drug dependence","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","-","Both sexes","13","Other drug disorders","Number","37"
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","-","Both sexes","14","Mental handicap","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","-","Both sexes","15","Eating disorders","Number","22"
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","-","Both sexes","16","Intellectual disability","Number","122"
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","-","Both sexes","17","Development disorders","Number","10"
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","-","Both sexes","18","Behavioural, emotional disorders of childhood and adolescence","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","-","Both sexes","19","Other and unspecified","Number","273"
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","-","Both sexes","20","Unspecified","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","-","Both sexes","21","All disorders","Number","2278"
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","1","Male","01","Organic category","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","1","Male","02","Organic mental disorders","Number","167"
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","1","Male","03","Schizophrenia","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","1","Male","04","Schizophrenia, schizotypal and delusional disorders","Number","475"
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","1","Male","05","Other psychoses","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","1","Male","06","Depressive disorders","Number","143"
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","1","Male","07","Mania","Number","83"
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","1","Male","08","Neuroses","Number","37"
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","1","Male","09","Personality disorders","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","1","Male","10","Personality and behavioural disorders","Number","24"
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","1","Male","11","Alcoholic disorders","Number","37"
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","1","Male","12","Drug dependence","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","1","Male","13","Other drug disorders","Number","27"
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","1","Male","14","Mental handicap","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","1","Male","15","Eating disorders","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","1","Male","16","Intellectual disability","Number","83"
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","1","Male","17","Development disorders","Number","8"
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","1","Male","18","Behavioural, emotional disorders of childhood and adolescence","Number","0"
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","1","Male","19","Other and unspecified","Number","146"
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","1","Male","20","Unspecified","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","1","Male","21","All disorders","Number","1231"
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","2","Female","01","Organic category","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","2","Female","02","Organic mental disorders","Number","114"
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","2","Female","03","Schizophrenia","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","2","Female","04","Schizophrenia, schizotypal and delusional disorders","Number","298"
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","2","Female","05","Other psychoses","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","2","Female","06","Depressive disorders","Number","203"
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","2","Female","07","Mania","Number","112"
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","2","Female","08","Neuroses","Number","46"
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","2","Female","09","Personality disorders","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","2","Female","10","Personality and behavioural disorders","Number","50"
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","2","Female","11","Alcoholic disorders","Number","24"
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","2","Female","12","Drug dependence","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","2","Female","13","Other drug disorders","Number","10"
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","2","Female","14","Mental handicap","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","2","Female","15","Eating disorders","Number","21"
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","2","Female","16","Intellectual disability","Number","39"
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","2","Female","17","Development disorders","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","2","Female","18","Behavioural, emotional disorders of childhood and adolescence","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","2","Female","19","Other and unspecified","Number","127"
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","2","Female","20","Unspecified","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2016","2016","2","Female","21","All disorders","Number","1047"
"HRA71C01","Psychiatric In-patients (Number)","2017","2017","-","Both sexes","01","Organic category","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2017","2017","-","Both sexes","02","Organic mental disorders","Number","273"
"HRA71C01","Psychiatric In-patients (Number)","2017","2017","-","Both sexes","03","Schizophrenia","Number",""
"HRA71C01","Psychiatric In-patients (Number)","2017","2017","-","Both sexes","04","Schizophrenia, schizotypal and delusional disorders","Number","768"
